Age,Gender,Education Level,Job Title,Years of Experience,Salary
42,Male,Bachelor's,Operations Manager,18,154500
47,Female,Bachelor's,Investment Banker,25,253000
28,Female,Master's,Graphic Designer,3,72000
24,Male,Bachelor's,Electrical Engineer,3,100000
22,Female,PhD,Business Analyst,1,83000
30,Female,Master's,Data Analyst,3,79000
25,Male,Bachelor's,CTO,4,300500
33,Female,Master's,VP,11,281500
25,Male,Bachelor's,Civil Engineer,2,79500
23,Male,Master's,UI Designer,2,92000
30,Female,Bachelor's,Chemical Engineer,4,97500
23,Male,PhD,Civil Engineer,0,114500
29,Male,Bachelor's,Frontend Developer,4,95500
24,Female,Bachelor's,Director of Engineering,0,176000
39,Male,Master's,Senior Accountant,13,143500
25,Male,Bachelor's,Biomedical Engineer,2,102000
24,Male,High School,Sales Manager,0,75000
29,Male,Master's,Electrical Engineer,7,130000
29,Female,Master's,Sales Manager,1,115000
32,Female,Bachelor's,Senior Data Scientist,8,183500
22,Female,Bachelor's,Logistics Coordinator,0,51500
34,Male,Bachelor's,Content Strategist,9,72000
25,Male,High School,Mobile Developer,0,66500
23,Female,PhD,Full Stack Developer,0,135500
36,Female,High School,Data Engineer,11,99000
40,Male,Master's,CFO,21,495500
28,Female,Master's,Junior Developer,2,60000
29,Male,Bachelor's,Senior Data Analyst,6,104000
34,Female,Bachelor's,COO,9,302000
28,Male,Bachelor's,Manager,5,99500
23,Male,Bachelor's,Director,1,146500
31,Female,PhD,Supply Chain Manager,6,146500
24,Male,Master's,Director of Engineering,0,183500
25,Male,Bachelor's,Senior Data Analyst,3,95000
26,Male,Master's,Data Scientist,2,114000
26,Female,Bachelor's,Financial Analyst,0,68000
46,Female,Master's,Supply Chain Manager,22,200500
50,Male,High School,Mechanical Engineer,29,129000
33,Female,Bachelor's,UI Designer,7,96000
31,Female,Bachelor's,Project Manager,5,104500
24,Male,Master's,Senior Accountant,1,102000
27,Female,High School,CEO,1,231500
25,Male,PhD,Machine Learning Engineer,4,176500
44,Female,Bachelor's,Business Development Manager,16,150500
29,Male,Bachelor's,Mobile Developer,6,99000
30,Female,Bachelor's,Digital Marketing Specialist,3,59000
23,Female,Master's,CFO,0,272000
30,Female,Bachelor's,Account Executive,4,88500
24,Female,High School,Cybersecurity Analyst,0,78500
30,Male,Bachelor's,Senior Product Manager,6,172000
43,Female,Bachelor's,UX Designer,22,152000
24,Male,High School,Sales Representative,1,44000
27,Male,PhD,Sales Manager,3,121000
25,Female,Master's,VP,0,238500
32,Male,Bachelor's,Mechanical Engineer,10,112000
29,Female,High School,Business Development Manager,4,82500
30,Female,Bachelor's,VP of Engineering,5,254500
26,Female,Bachelor's,Financial Analyst,0,79000
26,Female,Bachelor's,Account Executive,0,63500
36,Male,Bachelor's,Content Strategist,12,104500
28,Female,Bachelor's,Cybersecurity Analyst,6,127500
28,Male,Master's,Content Strategist,8,91500
41,Male,Bachelor's,Accountant,15,87000
55,Female,Bachelor's,Scrum Master,33,203000
28,Male,Bachelor's,Graphic Designer,3,64000
30,Male,PhD,Cloud Architect,6,183500
25,Female,Bachelor's,Marketing Manager,4,91500
23,Male,Bachelor's,Logistics Coordinator,0,54000
22,Male,Bachelor's,Marketing Manager,0,71500
26,Female,Master's,Sales Representative,4,63500
33,Female,Bachelor's,UX Designer,6,103000
42,Male,PhD,CEO,20,625500
48,Female,PhD,Mechanical Engineer,25,216500
22,Male,Bachelor's,Product Manager,0,114000
36,Male,Master's,Intern,14,75500
22,Female,PhD,Accountant,0,82500
37,Female,Master's,Supply Chain Manager,13,146500
25,Male,PhD,Brand Manager,2,128500
53,Female,PhD,Senior Product Manager,28,372500
29,Male,Bachelor's,Data Analyst,9,74000
24,Male,Bachelor's,Senior Manager,0,105500
57,Female,Master's,Financial Analyst,34,188000
29,Male,PhD,Full Stack Developer,5,145500
29,Female,PhD,Chemical Engineer,5,134000
32,Male,High School,Data Analyst,7,65500
48,Female,Bachelor's,Scrum Master,23,176000
30,Female,Bachelor's,Electrical Engineer,7,108000
26,Male,Bachelor's,Research Scientist,3,106500
22,Female,Bachelor's,Business Development Manager,0,96500
22,Female,Master's,Accountant,1,81500
30,Female,Master's,Cybersecurity Analyst,9,155000
29,Female,Bachelor's,Backend Developer,5,92000
30,Female,Bachelor's,COO,3,261000
29,Male,Bachelor's,Chemical Engineer,7,110000
26,Female,Master's,Marketing Manager,1,89000
33,Male,Bachelor's,Research Scientist,9,137000
28,Male,Bachelor's,Frontend Developer,8,103500
22,Male,Bachelor's,Graphic Designer,0,57500
30,Male,High School,Scrum Master,3,83000
48,Male,High School,Frontend Developer,26,108000
33,Male,Bachelor's,Sales Representative,6,62000
22,Male,Bachelor's,Product Manager,0,118000
33,Male,Bachelor's,Senior Product Manager,4,167000
22,Female,Bachelor's,Junior Developer,2,52000
31,Male,Bachelor's,Software Engineer,8,114500
27,Female,Bachelor's,Director of Engineering,6,190500
32,Male,Bachelor's,Content Strategist,5,74000
30,Male,PhD,Cloud Architect,8,224500
38,Male,Master's,Senior Manager,12,185000
39,Male,High School,Senior Accountant,16,110500
34,Male,PhD,VP of Engineering,10,380000
24,Male,Master's,Senior Data Scientist,1,176000
23,Female,Bachelor's,Supply Chain Manager,0,89000
32,Male,Master's,Electrical Engineer,6,127000
30,Male,Master's,Backend Developer,8,117000
31,Female,High School,Sales Representative,6,50000
23,Female,Bachelor's,Accountant,0,61000
38,Female,Bachelor's,Mechanical Engineer,14,129000
25,Female,Bachelor's,Investment Banker,1,158000
27,Female,PhD,Director of Engineering,3,239000
22,Male,Master's,Manager,1,103500
36,Male,PhD,Marketing Manager,12,143500
31,Female,Bachelor's,Sales Representative,9,70500
44,Male,Master's,Marketing Manager,22,178000
28,Male,Bachelor's,DevOps Engineer,2,104000
28,Male,Bachelor's,Senior Financial Analyst,4,111000
37,Male,Master's,Senior Accountant,10,123000
25,Female,Bachelor's,Brand Manager,1,91500
28,Male,Bachelor's,Investment Banker,4,160000
29,Male,Master's,Operations Manager,5,112000
27,Female,High School,Account Executive,6,63000
25,Male,PhD,Backend Developer,0,97500
24,Male,Master's,Mobile Developer,0,92000
35,Female,Master's,Research Scientist,9,153500
25,Male,Master's,DevOps Engineer,4,129500
25,Male,High School,Junior Developer,1,45500
54,Male,Bachelor's,Project Manager,32,186500
23,Male,PhD,CFO,2,345000
23,Male,Bachelor's,Product Manager,1,109500
22,Female,Bachelor's,Senior Accountant,1,79500
28,Male,PhD,Senior Product Manager,4,240000
30,Male,Master's,UI Designer,5,110500
37,Female,PhD,UI Designer,9,136000
30,Female,PhD,HR Manager,7,128500
22,Male,High School,Mechanical Engineer,0,63000
25,Male,Bachelor's,HR Manager,1,92000
31,Male,Bachelor's,Recruiter,6,74000
27,Male,Master's,Senior Data Scientist,4,183000
25,Male,Master's,Accountant,4,76000
40,Male,Master's,Product Manager,14,184000
34,Male,PhD,Mechanical Engineer,5,135500
28,Male,PhD,Sales Representative,0,70500
32,Male,High School,UX Designer,10,95500
23,Female,Master's,Supply Chain Manager,0,107500
34,Male,PhD,Recruiter,7,92000
64,Male,Bachelor's,Recruiter,39,149500
27,Female,High School,Mobile Developer,0,69500
22,Male,Master's,Scrum Master,0,101500
45,Female,High School,COO,21,304500
24,Female,PhD,VP of Engineering,0,274500
27,Female,High School,UX Designer,3,76000
25,Female,Bachelor's,Data Engineer,0,106500
22,Male,Master's,Junior Developer,0,63000
25,Male,Bachelor's,Marketing Manager,4,93500
31,Male,Bachelor's,Biomedical Engineer,7,103000
23,Male,Bachelor's,UI Designer,1,85500
24,Female,Bachelor's,Project Manager,0,80500
54,Female,Master's,Research Scientist,28,248000
28,Male,Master's,CTO,2,301000
26,Female,PhD,Brand Manager,1,130000
39,Male,Bachelor's,Electrical Engineer,18,152500
28,Female,Bachelor's,Biomedical Engineer,2,92000
28,Male,Master's,Full Stack Developer,3,118500
35,Male,Bachelor's,UI Designer,13,118000
25,Female,Master's,Business Development Manager,4,138000
27,Male,PhD,Machine Learning Engineer,1,161000
24,Male,Bachelor's,Marketing Manager,6,88000
28,Male,Bachelor's,Sales Representative,6,61500
26,Female,Bachelor's,Account Executive,3,86500
24,Female,PhD,Sales Manager,2,131000
29,Female,Bachelor's,Account Executive,1,67500
27,Female,Master's,Senior Product Manager,5,199500
29,Female,Master's,Senior Software Engineer,6,186500
27,Male,High School,Senior Data Analyst,2,80500
24,Male,Bachelor's,UX Designer,3,87500
22,Male,Bachelor's,UI Designer,0,83500
30,Female,Bachelor's,Account Executive,2,84500
35,Female,Bachelor's,VP of Engineering,7,216500
35,Male,Bachelor's,Content Strategist,12,80000
27,Male,Bachelor's,Civil Engineer,1,81000
36,Male,Bachelor's,CEO,13,461000
28,Male,PhD,Cybersecurity Analyst,6,145500
57,Male,High School,Full Stack Developer,33,151000
40,Female,Bachelor's,Investment Banker,14,161500
23,Male,High School,Software Engineer,1,72000
29,Male,Bachelor's,Research Scientist,7,136000
24,Male,PhD,Business Analyst,2,104500
27,Female,Master's,Mobile Developer,6,114000
29,Male,Bachelor's,Director,6,153500
39,Female,Master's,Investment Banker,16,221000
32,Male,Master's,Biomedical Engineer,9,139500
34,Male,High School,Recruiter,6,57500
23,Male,Bachelor's,Content Strategist,0,65000
29,Male,Bachelor's,CEO,6,328000
28,Male,PhD,Marketing Manager,7,135000
31,Male,Master's,Manager,9,129500
27,Male,Master's,Brand Manager,1,101500
31,Male,Bachelor's,Brand Manager,7,100000
29,Female,Master's,Financial Analyst,5,102500
30,Female,Bachelor's,CTO,8,330500
22,Male,PhD,Frontend Developer,0,107000
31,Male,High School,Business Analyst,7,67500
25,Male,Bachelor's,Director of Engineering,5,177500
30,Male,Bachelor's,Data Analyst,8,78500
26,Female,Bachelor's,Account Executive,4,83500
36,Male,Master's,Business Analyst,12,112500
38,Female,Master's,CTO,14,437500
28,Male,Master's,Accountant,5,79500
25,Female,PhD,Senior Manager,0,155000
30,Male,Bachelor's,Sales Representative,8,63500
29,Female,PhD,Manager,7,146000
22,Female,Master's,Data Engineer,2,120500
25,Male,Bachelor's,Financial Analyst,0,69000
23,Female,Bachelor's,Business Analyst,0,71000
26,Male,Bachelor's,Investment Banker,6,170500
24,Male,Bachelor's,Brand Manager,1,87000
49,Female,Master's,Product Manager,21,203500
44,Female,Bachelor's,Data Analyst,16,91000
24,Female,PhD,Research Scientist,3,161500
30,Female,Master's,Senior Manager,10,175000
28,Female,Master's,Research Scientist,3,128000
30,Male,Bachelor's,Intern,5,40000
27,Male,Master's,Frontend Developer,2,96000
26,Female,PhD,Senior Software Engineer,3,181500
27,Male,PhD,Senior Data Scientist,5,208500
27,Male,Master's,Graphic Designer,3,70500
31,Male,Bachelor's,Civil Engineer,7,96500
29,Female,Master's,Account Executive,4,106000
35,Female,Bachelor's,Scrum Master,8,125000
30,Female,Bachelor's,Marketing Manager,7,97500
23,Male,Master's,Accountant,2,76500
34,Female,Bachelor's,Senior Manager,14,152000
36,Male,Bachelor's,Marketing Manager,9,110500
26,Male,Master's,Product Manager,0,125500
28,Female,PhD,Senior Product Manager,4,227000
37,Female,PhD,Senior Data Analyst,15,203000
50,Female,Master's,Marketing Manager,26,182500
40,Female,High School,COO,15,230500
27,Male,Bachelor's,Graphic Designer,6,67000
30,Male,Master's,Financial Analyst,6,96500
30,Female,Master's,Junior Developer,6,70000
29,Female,High School,VP of Engineering,3,162000
38,Male,Bachelor's,Operations Manager,17,161500
53,Female,Bachelor's,Marketing Manager,27,161000
35,Female,Bachelor's,VP,9,210500
24,Female,Bachelor's,Senior Data Analyst,0,85500
24,Female,Master's,DevOps Engineer,4,121000
49,Female,Bachelor's,Business Development Manager,26,191500
29,Male,Master's,VP of Engineering,4,269000
26,Female,High School,VP of Engineering,1,171000
24,Male,Master's,HR Specialist,0,67500
23,Female,Master's,DevOps Engineer,1,113500
24,Male,Bachelor's,Sales Representative,4,63500
32,Male,Master's,Investment Banker,9,218000
23,Male,Master's,Logistics Coordinator,1,63000
39,Male,Bachelor's,Scrum Master,16,151500
26,Male,Master's,Data Analyst,3,93500
29,Female,Bachelor's,Data Engineer,4,124000
32,Male,Bachelor's,Biomedical Engineer,4,97000
34,Female,High School,Mobile Developer,13,100500
28,Male,Bachelor's,Data Analyst,5,77500
28,Female,Bachelor's,CEO,5,364500
23,Male,Master's,Content Strategist,0,67000
27,Male,Master's,Sales Manager,6,125000
24,Female,Bachelor's,Digital Marketing Specialist,3,64500
26,Male,Master's,CTO,2,303000
43,Male,Bachelor's,Full Stack Developer,21,162000
28,Male,Bachelor's,Chemical Engineer,3,90000
36,Male,Bachelor's,Machine Learning Engineer,13,179000
22,Female,Master's,Brand Manager,3,113500
32,Male,Master's,Biomedical Engineer,10,135500
29,Male,Bachelor's,UI Designer,4,90500
25,Male,Master's,Data Analyst,2,72000
27,Female,Bachelor's,Content Strategist,2,72000
22,Female,Master's,Cybersecurity Analyst,0,114500
50,Female,Bachelor's,Biomedical Engineer,29,167500
31,Male,PhD,Project Manager,7,145000
24,Female,Master's,VP,1,227000
37,Male,Master's,Brand Manager,9,136500
26,Female,Bachelor's,CFO,2,248000
25,Male,High School,Director,0,130000
24,Male,Master's,Senior Financial Analyst,1,96000
26,Male,Bachelor's,Intern,2,41000
24,Male,Master's,CFO,2,253000
42,Male,High School,Business Development Manager,14,121500
31,Female,Master's,Product Manager,8,169000
40,Female,PhD,Intern,17,87500
23,Female,High School,Senior Data Analyst,1,61000
27,Female,Bachelor's,HR Specialist,1,56500
28,Female,Bachelor's,Operations Manager,4,116000
47,Male,Master's,Financial Analyst,24,147500
23,Male,Bachelor's,Research Scientist,1,102500
30,Female,Master's,CFO,7,342500
27,Male,Bachelor's,Accountant,2,66500
47,Female,Bachelor's,Investment Banker,24,245500
54,Male,Bachelor's,Director of Engineering,34,371500
31,Male,Bachelor's,Senior Data Scientist,7,167000
25,Female,Master's,Manager,2,95000
42,Male,Bachelor's,Machine Learning Engineer,21,196500
22,Female,Master's,Senior Software Engineer,0,146500
26,Male,High School,Machine Learning Engineer,2,100500
26,Male,Master's,Sales Representative,1,63500
26,Male,Bachelor's,Cybersecurity Analyst,1,108500
41,Male,High School,Mechanical Engineer,18,102500
29,Male,High School,Software Engineer,4,80500
29,Female,Bachelor's,Data Engineer,6,119500
29,Female,Bachelor's,Cloud Architect,2,126000
51,Female,Bachelor's,Scrum Master,27,195000
37,Male,Bachelor's,Electrical Engineer,13,128500
32,Female,Master's,Project Manager,11,131000
25,Male,Bachelor's,Data Engineer,1,116000
29,Female,Master's,Mechanical Engineer,5,119000
29,Male,Bachelor's,Frontend Developer,3,74500
26,Male,Bachelor's,DevOps Engineer,2,112500
33,Female,Master's,Senior Manager,10,182000
27,Female,Bachelor's,HR Manager,4,94500
48,Male,Bachelor's,Cloud Architect,25,253500
27,Female,Bachelor's,Scrum Master,5,106000
29,Female,Bachelor's,Director,6,168000
53,Female,PhD,Investment Banker,30,383000
32,Female,Bachelor's,VP of Engineering,7,221500
31,Female,High School,Business Development Manager,10,86000
36,Female,Master's,UI Designer,10,131000
32,Male,Master's,Full Stack Developer,7,121000
37,Female,Master's,Biomedical Engineer,12,152500
28,Male,High School,Logistics Coordinator,2,48000
39,Male,PhD,Biomedical Engineer,12,182000
27,Female,Master's,Accountant,3,76000
22,Female,PhD,Data Engineer,2,140500
25,Female,Bachelor's,Research Scientist,2,106000
26,Female,Master's,Cybersecurity Analyst,0,117000
30,Male,PhD,Machine Learning Engineer,8,207500
25,Female,Master's,Senior Product Manager,3,172000
24,Female,Bachelor's,Senior Accountant,0,91500
34,Female,Bachelor's,Manager,11,113000
26,Male,Bachelor's,Electrical Engineer,2,83500
22,Female,PhD,Backend Developer,0,124000
27,Female,Master's,Graphic Designer,2,78500
33,Male,Bachelor's,Data Engineer,9,132000
24,Female,High School,Machine Learning Engineer,1,106500
27,Female,Bachelor's,Chemical Engineer,4,89500
27,Female,Bachelor's,Scrum Master,4,111000
23,Male,High School,Machine Learning Engineer,0,83500
32,Female,Bachelor's,Digital Marketing Specialist,7,80500
25,Male,Bachelor's,Recruiter,2,65000
25,Female,Bachelor's,Frontend Developer,3,80500
34,Female,Master's,Backend Developer,5,118500
28,Male,High School,Sales Manager,5,88000
33,Female,High School,Senior Accountant,9,87500
40,Female,High School,Manager,17,102000
27,Female,Bachelor's,DevOps Engineer,0,108000
35,Male,Master's,Senior Data Analyst,13,173000
26,Female,Master's,Data Scientist,3,124500
29,Male,Bachelor's,Sales Representative,6,60000
23,Female,Bachelor's,Cybersecurity Analyst,0,90500
27,Female,Bachelor's,Senior Data Scientist,3,146000
23,Male,Bachelor's,Biomedical Engineer,4,102500
25,Male,Bachelor's,Senior Software Engineer,0,101500
23,Female,Master's,Mobile Developer,0,92500
37,Female,High School,Director,11,174000
36,Female,Master's,Biomedical Engineer,12,170000
29,Male,High School,Research Scientist,6,108500
32,Female,Bachelor's,Research Scientist,9,136000
22,Female,Master's,VP of Engineering,0,259500
25,Male,PhD,Biomedical Engineer,0,114000
36,Male,Bachelor's,Mechanical Engineer,12,118500
26,Female,Bachelor's,Business Development Manager,1,103500
39,Female,Master's,Senior Data Scientist,13,237000
28,Male,Bachelor's,Intern,4,42500
27,Male,Bachelor's,Director of Engineering,1,140500
25,Male,Master's,Senior Data Scientist,3,169500
29,Female,Master's,Biomedical Engineer,8,126000
24,Male,Master's,DevOps Engineer,4,147500
26,Female,Master's,Sales Representative,8,80500
27,Male,Master's,Brand Manager,5,120000
25,Male,Master's,CFO,3,301500
32,Male,Bachelor's,VP of Engineering,8,276500
25,Male,Bachelor's,Chemical Engineer,1,85000
32,Female,Bachelor's,VP,7,245000
31,Female,Bachelor's,Sales Manager,8,117000
40,Female,Bachelor's,Senior Data Scientist,14,201500
24,Female,Bachelor's,Senior Data Analyst,2,105500
30,Male,Bachelor's,DevOps Engineer,8,134000
49,Female,Bachelor's,Account Executive,26,118000
29,Female,Bachelor's,Data Scientist,5,122500
25,Female,Bachelor's,Cloud Architect,0,118000
23,Male,Master's,Senior Product Manager,1,169500
34,Male,Master's,Logistics Coordinator,10,68500
28,Female,Bachelor's,Logistics Coordinator,4,61500
28,Male,Bachelor's,Operations Manager,3,104500
24,Male,Master's,Investment Banker,1,135500
25,Male,Master's,VP of Engineering,2,234500
28,Female,Bachelor's,Machine Learning Engineer,6,138000
28,Female,Master's,COO,5,319500
29,Female,PhD,Junior Developer,3,79500
23,Male,Master's,HR Specialist,1,65000
32,Female,Bachelor's,Software Engineer,8,114000
30,Male,Bachelor's,Logistics Coordinator,2,53500
36,Male,PhD,Scrum Master,13,189000
26,Male,PhD,Director of Engineering,3,247000
46,Female,Master's,Junior Developer,21,100000
37,Female,Bachelor's,Investment Banker,10,183500
27,Female,Bachelor's,VP of Engineering,6,235000
29,Female,Bachelor's,Machine Learning Engineer,9,139500
28,Male,Bachelor's,UI Designer,5,111500
28,Female,Bachelor's,Graphic Designer,1,61000
29,Female,PhD,Operations Manager,7,165000
35,Male,Master's,Intern,13,61500
35,Female,Bachelor's,CFO,13,319500
28,Male,Master's,Marketing Manager,5,110500
33,Male,Bachelor's,Sales Representative,7,66500
45,Male,High School,CTO,21,342500
47,Female,Master's,Digital Marketing Specialist,22,136500
31,Male,Bachelor's,Sales Representative,6,60500
32,Female,Bachelor's,CFO,8,322500
23,Female,PhD,Machine Learning Engineer,0,154500
40,Female,Bachelor's,Chemical Engineer,16,125000
39,Male,Bachelor's,Business Development Manager,16,155500
30,Female,Bachelor's,Data Analyst,9,85000
32,Male,Bachelor's,Content Strategist,9,81500
34,Female,Bachelor's,Frontend Developer,8,95000
27,Male,Master's,HR Specialist,4,78500
26,Male,Bachelor's,Electrical Engineer,2,91500
31,Male,Bachelor's,Sales Representative,10,64000
24,Male,Master's,Scrum Master,0,83500
34,Female,Master's,Data Scientist,11,162500
26,Male,Bachelor's,Machine Learning Engineer,2,106500
35,Male,High School,Product Manager,11,123000
41,Male,PhD,Senior Product Manager,15,299500
35,Female,Master's,Manager,9,127500
32,Male,Bachelor's,Graphic Designer,5,75000
40,Female,PhD,Financial Analyst,16,155000
28,Female,High School,Chemical Engineer,2,72500
26,Female,Master's,Data Engineer,1,120000
28,Male,Bachelor's,Senior Product Manager,2,145000
22,Female,Bachelor's,Senior Accountant,0,86500
25,Male,Master's,Junior Developer,1,67500
41,Male,Bachelor's,Project Manager,19,148000
31,Female,Master's,Mobile Developer,8,142000
25,Female,Bachelor's,Brand Manager,1,88500
33,Female,Bachelor's,Senior Software Engineer,7,151000
65,Male,High School,VP,40,355000
25,Female,Master's,CFO,0,265000
33,Female,High School,Software Engineer,10,94000
28,Female,Master's,Data Engineer,5,158000
30,Female,Bachelor's,Accountant,4,69000
35,Female,Bachelor's,Account Executive,10,87500
22,Male,Master's,Electrical Engineer,2,120500
40,Male,Master's,Marketing Manager,17,132500
65,Male,PhD,Senior Data Analyst,40,273000
22,Male,High School,Senior Financial Analyst,0,60000
22,Male,Master's,Chemical Engineer,2,111500
22,Male,Bachelor's,Cloud Architect,1,141500
30,Female,Bachelor's,Supply Chain Manager,7,112000
30,Female,High School,Brand Manager,6,72500
25,Male,PhD,Mechanical Engineer,5,144000
25,Male,Master's,Sales Manager,2,123000
22,Male,Master's,HR Manager,1,102000
31,Female,Bachelor's,Senior Product Manager,9,198000
25,Male,Bachelor's,HR Manager,3,86000
24,Female,Master's,UI Designer,2,85500
24,Female,Bachelor's,UX Designer,1,88500
33,Male,Master's,Senior Accountant,7,108500
23,Female,Master's,Financial Analyst,4,98000
38,Male,Master's,Senior Financial Analyst,15,178500
28,Female,Bachelor's,Mechanical Engineer,2,90500
24,Female,Master's,HR Specialist,0,54500
23,Male,Bachelor's,Accountant,1,71500
45,Female,Bachelor's,Logistics Coordinator,21,81000
40,Female,Bachelor's,Project Manager,18,117000
26,Female,Master's,Senior Data Analyst,2,104000
29,Female,High School,Full Stack Developer,8,95000
25,Male,Master's,Cloud Architect,5,174500
30,Male,PhD,Biomedical Engineer,7,139500
54,Female,High School,Backend Developer,31,147500
30,Male,Bachelor's,HR Specialist,4,65500
22,Female,Bachelor's,Logistics Coordinator,1,49000
25,Female,Bachelor's,Biomedical Engineer,0,88000
35,Male,PhD,Civil Engineer,9,151000
29,Male,Bachelor's,Brand Manager,4,108500
27,Female,High School,Cybersecurity Analyst,8,101500
41,Female,Master's,Biomedical Engineer,15,158000
23,Male,Bachelor's,VP of Engineering,0,192500
33,Female,Master's,Senior Financial Analyst,9,129500
42,Male,Bachelor's,UI Designer,20,137000
31,Female,Bachelor's,COO,10,297500
25,Female,Bachelor's,Chemical Engineer,2,76000
42,Female,Bachelor's,Cloud Architect,16,212000
25,Female,Bachelor's,COO,3,235500
27,Male,Bachelor's,Data Engineer,3,115500
22,Male,Master's,HR Manager,2,94500
29,Female,PhD,CTO,3,365000
57,Female,Bachelor's,Chemical Engineer,36,206000
35,Male,Bachelor's,Mechanical Engineer,11,119500
23,Female,Master's,UX Designer,1,102000
27,Female,Bachelor's,Investment Banker,3,124000
28,Female,PhD,Business Development Manager,4,148500
40,Female,PhD,Civil Engineer,17,171000
25,Female,Master's,DevOps Engineer,3,132500
32,Male,Bachelor's,Graphic Designer,6,58000
27,Male,Master's,Data Analyst,7,83500
25,Male,Bachelor's,Senior Software Engineer,6,142500
36,Male,High School,Full Stack Developer,17,106500
26,Male,High School,Civil Engineer,2,63000
25,Female,Master's,Civil Engineer,1,101500
25,Male,Bachelor's,CTO,1,223500
27,Male,PhD,VP,4,299000
28,Female,Bachelor's,Electrical Engineer,7,107500
33,Male,High School,VP of Engineering,9,201000
27,Female,Bachelor's,Biomedical Engineer,5,109500
26,Female,Bachelor's,Machine Learning Engineer,5,137000
37,Female,Bachelor's,Recruiter,12,79500
25,Female,Master's,Scrum Master,4,135000
34,Female,High School,Data Engineer,13,130000
24,Female,Master's,Graphic Designer,2,68000
23,Female,Master's,HR Specialist,1,63500
28,Male,Bachelor's,Software Engineer,5,102000
54,Female,Master's,Director,29,340000
26,Female,Bachelor's,Research Scientist,3,127500
23,Female,PhD,UX Designer,3,133500
46,Male,Master's,Biomedical Engineer,19,176000
27,Male,Bachelor's,Recruiter,4,66000
29,Male,Bachelor's,Mechanical Engineer,5,100500
33,Female,Bachelor's,HR Specialist,10,76500
27,Female,Bachelor's,Senior Accountant,2,76500
32,Male,Bachelor's,VP of Engineering,7,242500
29,Female,High School,Senior Data Analyst,4,74500
28,Female,Master's,Brand Manager,4,122000
25,Female,Bachelor's,Manager,0,74500
24,Female,PhD,Machine Learning Engineer,0,150000
62,Female,Bachelor's,UI Designer,39,202000
37,Male,Master's,Graphic Designer,10,89000
33,Male,PhD,Electrical Engineer,14,174500
30,Female,Bachelor's,Director,3,174000
30,Female,Master's,Marketing Manager,7,117000
26,Female,Master's,Full Stack Developer,1,122500
30,Female,Bachelor's,Senior Financial Analyst,4,105000
37,Female,Bachelor's,Accountant,12,85500
25,Female,Master's,Chemical Engineer,3,106500
26,Male,Bachelor's,Chemical Engineer,1,92000
25,Female,Bachelor's,Full Stack Developer,1,97000
26,Male,Bachelor's,DevOps Engineer,3,115000
26,Female,PhD,Data Scientist,6,176500
30,Male,Bachelor's,Investment Banker,9,170000
26,Female,PhD,Mobile Developer,3,132000
26,Male,High School,Full Stack Developer,5,88500
30,Female,Master's,Product Manager,8,178500
38,Male,PhD,Business Development Manager,15,202500
25,Female,Master's,Marketing Manager,0,101000
33,Male,High School,Backend Developer,12,95000
29,Female,Bachelor's,HR Manager,5,96500
30,Female,Master's,Marketing Manager,4,100500
51,Male,Master's,Investment Banker,26,307500
28,Female,High School,Cloud Architect,3,132000
28,Male,Bachelor's,Senior Software Engineer,2,130500
31,Male,Master's,Cybersecurity Analyst,12,152000
27,Male,Master's,Senior Financial Analyst,0,119000
29,Male,PhD,COO,6,321500
25,Female,Bachelor's,Civil Engineer,0,78500
36,Male,PhD,Civil Engineer,12,141500
30,Male,Bachelor's,Manager,8,106500
42,Female,Master's,Chemical Engineer,18,161500
35,Female,High School,Scrum Master,10,108000
32,Male,High School,Electrical Engineer,6,73000
29,Male,PhD,CFO,6,376500
23,Male,Master's,Junior Developer,2,67500
50,Male,Bachelor's,Account Executive,25,133000
26,Female,Bachelor's,Marketing Manager,2,88000
25,Male,PhD,Supply Chain Manager,0,106500
27,Male,Bachelor's,Research Scientist,3,114500
34,Female,PhD,Manager,8,108500
28,Female,Bachelor's,Recruiter,1,61000
28,Male,Master's,Director,8,222000
38,Male,Master's,Business Analyst,16,125500
30,Female,Master's,Logistics Coordinator,6,73000
31,Male,Bachelor's,Product Manager,8,155000
24,Female,Master's,Data Analyst,0,72500
24,Female,Bachelor's,Logistics Coordinator,4,57000
28,Male,Bachelor's,Director of Engineering,5,220500
29,Male,Bachelor's,Investment Banker,4,127000
24,Male,Master's,HR Specialist,4,76500
28,Male,Master's,Cybersecurity Analyst,2,126500
22,Female,PhD,Junior Developer,0,80000
27,Female,Bachelor's,Project Manager,4,89500
30,Female,Master's,Manager,7,114000
36,Female,PhD,Full Stack Developer,14,178500
36,Female,PhD,Account Executive,13,149000
34,Male,Bachelor's,Logistics Coordinator,4,56000
26,Female,Bachelor's,Product Manager,3,112500
25,Male,Master's,Brand Manager,3,111000
27,Female,Bachelor's,Director of Engineering,4,196000
24,Male,Bachelor's,CTO,1,274500
26,Female,Master's,UX Designer,7,115500
27,Female,Master's,Senior Data Analyst,4,119500
23,Male,Bachelor's,Project Manager,0,87000
32,Female,Master's,Research Scientist,10,159000
24,Male,Bachelor's,CTO,2,248000
25,Female,Master's,UI Designer,1,93500
25,Male,Bachelor's,Investment Banker,0,131500
24,Male,Master's,Investment Banker,2,165000
50,Female,Master's,Investment Banker,23,284500
22,Female,Bachelor's,Junior Developer,2,56000
